name,website,sector
Epd Insulation Group,https://epdinsulationgroup.co.uk,Merchants & Distribution
EPMS Supplies,https://epms-supplies.co.uk,Merchants & Distribution
Epwin Group,https://epwin.co.uk,Merchants & Distribution
Epwin Window Systems,https://epwinwindowsystems.co.uk,"Windows, Doors & Curtain Walling"
Ergonomic Designs,https://ergonomicdesigns.co.uk,Kitchens & Bathrooms
ESP UK,https://espuk.com,HVAC & Building Services
ET Clay Products,https://etbricks.co.uk,"Masonry, Concrete & Heavyside"
Etag,https://www.etagfixings.co.uk/,Merchants & Distribution
Eterna Lighting,https://eterna-lighting.co.uk,Lighting
Etex,https://etexgroup.com/en-gb/,Insulation & Fire Protection
Eurobond,https://eurobond.co.uk,Roofing & Rooflights
Eurobond Doors,https://ebdsteeldoors.com/,Building Envelope (other)
Eurobrick Systems,https://eurobrick.co.uk,Cladding & Facades
Eurocell,https://eurocell.co.uk,Merchants & Distribution
Euroclad Group,https://euroclad.com,Roofing & Rooflights
Eurofast Group,https://eurofastgroup.eu,Fixings & Framing
Euroform Products,https://euroform.co.uk,Building Envelope (other)
EUROPLAS PVCU,https://europlaspvcu.co.uk,Merchants & Distribution
Everbrite Windows,https://everbrite.co.uk,"Windows, Doors & Curtain Walling"
Everglade Windows,https://everglade.co.uk,"Windows, Doors & Curtain Walling"
Evolution Fasteners,https://evolutionfasteners.co.uk,Fixings & Framing
Evolution Glass,https://evolutionglass.co.uk,"Ceilings, Partitions & Interiors"
Evoqua Water Technologies,https://evoqua.com,HVAC & Building Services
EWI Pro Insulation Systems,https://ewipro.com,Insulation & Fire Protection
Excel Modular Buildings,https://excelmodular.co.uk,Offsite & Modular
Eximia Glazing,https://eximiaglazing.co.uk,"Windows, Doors & Curtain Walling"
Expamet Buildings Products,https://expamet.co.uk,"Masonry, Concrete & Heavyside"
Express Bi-folding Doors,https://expressbifolds.co.uk/,"Windows, Doors & Curtain Walling"
F. Ball and Co,https://f-ball.com,Flooring & Tiles
F30 Products,https://f30buildingproducts.co.uk/,Insulation & Fire Protection
FAAC Entrance Solutions,https://faacentrancesolutions.co.uk,Building Envelope (other)
Fairalls,https://fairalls.uk,Merchants & Distribution
Fakro,https://fakro.co.uk,Roofing & Rooflights
Farrow & Ball,https://farrow-ball.com,"Ceilings, Partitions & Interiors"
Fassa Bortolo,https://fassabortolo.co.uk,Insulation & Fire Protection
Fastclad,https://advancedconstructionsystems.co.uk/,Cladding & Facades
Fastframe UK,https://fastframeuk.co.uk,"Windows, Doors & Curtain Walling"
Fatra UK,https://fatra.co.uk,Roofing & Rooflights
Fenea,https://fenea.co.uk/,"Windows, Doors & Curtain Walling"
Fentrade Aluminium Building Products,https://fentradealuminium.co.uk,"Windows, Doors & Curtain Walling"
Fern Howard,https://fernhoward.co.uk,Lighting
Fernox,https://fernox.com,HVAC & Building Services
Ferroli UK,https://ferroli.com,HVAC & Building Services
Festa System UK,https://festa-system.co.uk,"Windows, Doors & Curtain Walling"
FGF,https://fgflimited.co.uk,Merchants & Distribution
Fieger,https://fieger-lamellenfenster.de,Building Envelope (other)
Filon Products,https://filon.co.uk,Roofing & Rooflights
Fineline Aluminium,https://finelinealuminium.co.uk,"Windows, Doors & Curtain Walling"
Finish Facades,https://finishfacades.co.uk,Cladding & Facades
Finsahome,https://finsahome.co.uk,Kitchens & Bathrooms
Firebird Heating,https://firebird.ie,HVAC & Building Services
Fired Earth,https://firedearth.com,Flooring & Tiles
Firefly,https://tbafirefly.com/,Insulation & Fire Protection
Firth Steels,https://firthsteels.co.uk,Roofing & Rooflights
Fischer Fixings,https://fischer.co.uk,Insulation & Fire Protection
Fixfast,https://fixfast.com,Fixings & Framing
Fixing Point,https://fixingpoint.com,Fixings & Framing
Flair Showers,https://flairshowers.com,Kitchens & Bathrooms
Flair Windows,https://flairwindows.com/,"Windows, Doors & Curtain Walling"
Flamco,https://flamcogroup.com,HVAC & Building Services
Fleetwood Architectural Aluminium,https://faa-group.co.uk,"Windows, Doors & Curtain Walling"
Fleming Buildings,https://flemingbuild.com/,Fixings & Framing
Flex 7,https://flex7.co.uk,Lighting
Flex-R,https://flex-r.co.uk,Roofing & Rooflights
Flexiform,https://flexiform.co.uk,"Ceilings, Partitions & Interiors"
Flexiheat UK,https://flexiheatuk.com,HVAC & Building Services
Flexseal,https://flexseal.co.uk,HVAC & Building Services
Float Glass,https://guardianglass.com,"Windows, Doors & Curtain Walling"
Flooring Concepts,https://bolon.com,Flooring & Tiles
Flooring Supplies Wessex,https://flooringsupplieswessex.co.uk,Flooring & Tiles
FloPlast,https://floplast.co.uk,HVAC & Building Services
Fludes Carpets,https://fludes-carpets.co.uk,Flooring & Tiles
FoamTech,https://foam-tech.co.uk,Insulation & Fire Protection
Forbo Flooring Systems,https://forbo.com,Flooring & Tiles
Foregale,https://foregale.co.uk,Roofing & Rooflights
ForgeFix,https://galleonfixings.com/,Fixings & Framing
Format Steel Buildings,https://formatsteelbuildings.co.uk,Offsite & Modular
Formation Lighting,https://formationlighting.com,Lighting
Formula Bathrooms,https://formulabathrooms.co.uk,Kitchens & Bathrooms
Formwise Washrooms,https://formwise-washrooms.co.uk,Kitchens & Bathrooms
Forterra,https://forterra.co.uk,Cladding & Facades
Forum Lighting Solutions,https://forumlightingsolutions.com,Lighting
Fosroc,https://fosroc.com,Roofing & Rooflights
Fountain Timber Products,https://fountaintimber.co.uk,Merchants & Distribution
FP McCann,https://fpmccann.co.uk,Roofing & Rooflights
Frame Fast UK,https://framefastuk.com,"Windows, Doors & Curtain Walling"
Frameclad,https://frameclad.com,Offsite & Modular
Frank Allart & Company,https://frankallart.com,"Ceilings, Partitions & Interiors"
Frazer Simpson,https://frazersimpson.co.uk,"Ceilings, Partitions & Interiors"
Frelan Hardware,https://frelanhardware.co.uk,"Ceilings, Partitions & Interiors"
Frese,https://frese.eu,HVAC & Building Services
Fritz Hansen,https://fritzhansen.com,"Ceilings, Partitions & Interiors"
Frontline Bathrooms,https://frontlinebathrooms.co.uk,Kitchens & Bathrooms
FSN DOORS,https://fsndoors.co.uk,"Windows, Doors & Curtain Walling"
Furlong Flooring,https://furlongflooring.com,Merchants & Distribution
Furnotel,https://furnotel.co.uk,"Ceilings, Partitions & Interiors"
Fusion Facades,https://fusionfacades.co.uk,Cladding & Facades
Fusion Luminaires,https://fusion-luminaires.co.uk,Lighting
Fusion Partitions,https://fusionpartitions.com,"Ceilings, Partitions & Interiors"
Fusion Steel Framing,https://fusionsteelframing.co.uk/,Building Envelope (other)
Future Products,https://futureproductsltd.com/,"Masonry, Concrete & Heavyside"
G & B,https://gandbnw.co.uk,Roofing & Rooflights
G M Treble,https://trebles.co.uk,HVAC & Building Services
G&T Aluminium,https://gandtaluminium.co.uk,"Windows, Doors & Curtain Walling"
Gabitie Structures,https://gabitiestructures.com,Roofing & Rooflights
Galaxy Insulation,https://galaxyinsulation.co.uk,Insulation & Fire Protection
GAP,https://gap.uk.com/,Merchants & Distribution
Garnalex,https://garnalex.com,"Windows, Doors & Curtain Walling"
GB Architectural Cladding Products,https://grc-gbgroup.co.uk,Cladding & Facades
GCP Applied Technologies,https://gcpat.com,Roofing & Rooflights
GE Door Manufacturing,https://gedoormanufacturing.co.uk,Merchants & Distribution
Geberit,https://geberit.com,HVAC & Building Services
GENERIX FACADES,https://generixfacades.com,Cladding & Facades
Genius Facades,https://geniusfacades.com,Cladding & Facades
Genuit Group,https://genuitgroup.com,HVAC & Building Services
Georg Fischer,https://georgfischer.com,HVAC & Building Services
Gerflor,https://gerflor.co.uk,Flooring & Tiles
Getley,https://getleyuk.co.uk,Kitchens & Bathrooms
Geze UK,https://geze.co.uk,"Windows, Doors & Curtain Walling"
GG Glass & Glazing,https://ggglass.co.uk,"Windows, Doors & Curtain Walling"
Gibbs & Dandy Group,https://jewson.co.uk,Merchants & Distribution
Gilcrest,https://gilcrestmanufacturing.com,Cladding & Facades
Glamox Luxonic,https://glamox.com,Lighting
Glazing Vision,https://glazingvision.co.uk,Roofing & Rooflights
Gledhill,https://gledhill.net,HVAC & Building Services
Glen Dimplex Heating & Ventilating,https://gdhv.com,HVAC & Building Services
Glidevale Protect,https://glidevaleprotect.com/,"Sealants, Adhesives & Waterproofing"
Global Stone Paving,https://globalstonepaving.co.uk,Landscaping & External
GO Interiors,https://gointeriors.co.uk,Merchants & Distribution
Gordian Building Solutions,https://gordianbuildingsolutions.com,Insulation & Fire Protection
Gower Furniture,https://gower-furniture.co.uk,"Ceilings, Partitions & Interiors"
GPH Builders Merchant,https://gph.uk.com,Merchants & Distribution
Gradient Flat Roofing,https://gradientuk.com,Insulation & Fire Protection
Gradus,https://gradus.com,Flooring & Tiles
Granada Glazing,https://gsecg.com/,"Windows, Doors & Curtain Walling"
Grant & Stone,https://grantandstone.co.uk,Merchants & Distribution
Grant Engineering UK,https://grantuk.com,HVAC & Building Services
Grayson,https://grayson.co.uk,Insulation & Fire Protection
Great British Lighting,https://greatbritishlighting.co.uk,Lighting
Greenscape Energy,greenscapeenergy.co.uk,Other / General
Gresham Office Furniture,https://gof.co.uk,"Ceilings, Partitions & Interiors"
Grespania,https://grespania.com,Flooring & Tiles
Grid Line Ceilings and Partitions,https://gridlineceilingsandpartitions.co.uk,Merchants & Distribution
Gripple UK & Ireland,https://gripple.com,Building Envelope (other)
GROHE,https://grohe-x.com,Kitchens & Bathrooms
Guardian Industries UK,https://guardian.com,"Windows, Doors & Curtain Walling"
GUBI,https://gubi.com,"Ceilings, Partitions & Interiors"
Gunnebo,https://gunnebo.com,HVAC & Building Services
H & B Buying Group,https://handbgroup.com,Merchants & Distribution
H C Building Supplies,https://hcbuildingsupplies.co.uk,Merchants & Distribution
H&E Smith,https://hesmith.co.uk,Flooring & Tiles
H+H UK,https://hhcelcon.co.uk,"Masonry, Concrete & Heavyside"
Hacel Lighting,https://hacel.co.uk,Lighting
Hadley Group,https://hadleygroup.com,Building Envelope (other)
Hadrian Architectural Glazing Systems,https://hadrianarchitectural.com,"Windows, Doors & Curtain Walling"
Hambleside Danelaw,https://hambleside-danelaw.co.uk,Roofing & Rooflights
Hammonds,https://hammonds-uk.com,"Ceilings, Partitions & Interiors"
Hamworthy Heating,https://hamworthy-heating.com,HVAC & Building Services
Hansgrohe Group,https://hansgrohe-group.com,Kitchens & Bathrooms
Hanson UK,https://hanson.co.uk,"Masonry, Concrete & Heavyside"
Hardscape,https://hardscape.co.uk,Landscaping & External
Harlow Timber Systems,https://harlowts.co.uk,Offsite & Modular
Harrison & Clough,https://harclob2b.com/,Fixings & Framing
Harrison Bathrooms,https://harrisonbathrooms.com,Kitchens & Bathrooms
Hatt Kitchens,https://hatt.co.uk,Kitchens & Bathrooms
Havwoods,https://havwoods.com,Flooring & Tiles
Hawk Furniture,https://hawkfurniture.co.uk,"Ceilings, Partitions & Interiors"
Haworth,https://haworth.com,"Ceilings, Partitions & Interiors"
Hazlemere Commercial,https://hazlemerecommercial.co.uk,"Windows, Doors & Curtain Walling"
Hazlemere Windows,https://hazlemerewindows.co.uk,"Windows, Doors & Curtain Walling"
HDM Solar,https://hdmsolar.co.uk,Other / General
Headlam Group,https://headlam.com,Flooring & Tiles
Heat Exchange Group,https://heatexchangegroup.co.uk,HVAC & Building Services
Heatrae Sadia,https://heatraesadia.com,HVAC & Building Services
Hemsec,https://hemsec.com,Building Envelope (other)
Henco,https://henco.be,HVAC & Building Services
Herbert Direct,https://herbertdirect.co.uk,Kitchens & Bathrooms
Hevey Building Supplies,https://hevey.co.uk,Merchants & Distribution
Heywood Timber,https://heywoodtimber.co.uk,"Masonry, Concrete & Heavyside"
HIB,https://hib.co.uk,Kitchens & Bathrooms
Highbourne Group,https://highbournegroup.co.uk,Merchants & Distribution
Hilti,https://hilti.co.uk,HVAC & Building Services
HMG Paints,https://hmgpaint.com,"Ceilings, Partitions & Interiors"
Hodgson Sealants Group,https://hodgsonsealants.com,"Sealants, Adhesives & Waterproofing"
Holcim UK,https://holcim.co.uk,"Masonry, Concrete & Heavyside"
Holland & Holland Design and Engineering Consultancy,https://hollandsconsultancy.com/,Cladding & Facades
Holly Hunt,https://hollyhunt.com,Flooring & Tiles
Holophane,https://holophane.co.uk,Lighting
Hornsey Steel Panels,https://hspas.co.uk,Roofing & Rooflights
Horton Automatics,https://hortonautomatics.co.uk,Building Envelope (other)
Hoval,https://hoval.co.uk,HVAC & Building Services
Howarth Timber & Building Supplies,https://howarth-timber.co.uk,Merchants & Distribution
Humanscale,https://humanscale.com,"Ceilings, Partitions & Interiors"
Hunter Douglas,https://hunterdouglas.com,Building Envelope (other)
Hurst Doors,https://hurstdoors.co.uk,"Windows, Doors & Curtain Walling"
Hush Acoustics,https://hushacoustics.co.uk,"Ceilings, Partitions & Interiors"
Husht Acoustics,https://hushtacoustics.co.uk,"Ceilings, Partitions & Interiors"
Hutton Stone Co,https://huttonstone.co.uk,"Masonry, Concrete & Heavyside"
Huws Gray,https://huwsgray.co.uk,Merchants & Distribution
Hyflex Roofing,https://hyflex.co.uk,Roofing & Rooflights
Hyline Windows,https://hyline-bs.uk,"Windows, Doors & Curtain Walling"
IBL Lighting,https://ibl.co.uk,Lighting
Ibstock,https://ibstock.co.uk,Cladding & Facades
Iceni Windows,https://iceniwindows.co.uk,"Windows, Doors & Curtain Walling"
icotek,https://icotek.com,HVAC & Building Services
ID Sofas,https://idsofasltd.co.uk,"Ceilings, Partitions & Interiors"
Ideal Bathrooms,https://idealbathrooms.com,Kitchens & Bathrooms
Ideal Building Systems,https://idealbuildingsystems.co.uk,Offsite & Modular
Ideal Heating,https://idealheating.com,HVAC & Building Services
Ideal Standard,https://idealstandard.co.uk,Kitchens & Bathrooms
Idealcombi UK,https://idealcombi.com,"Windows, Doors & Curtain Walling"
IG Doors,https://igdoors.co.uk,"Windows, Doors & Curtain Walling"
GRP Aspects,https://grpaspects.co.uk/,"Masonry, Concrete & Heavyside"
IG Lintels,https://iglintels.com,"Masonry, Concrete & Heavyside"
IG Masonry Support,https://igmasonrysupport.com,"Masonry, Concrete & Heavyside"
Igloos,https://igloos.co.uk,Kitchens & Bathrooms
Iisolcore,https://isolcore.uk,Insulation & Fire Protection
IKO,https://ikogroup.co.uk,Insulation & Fire Protection
ILIV,https://iliv.co.uk,Flooring & Tiles
Imperial Bricks,https://imperialhandmadebricks.co.uk,"Masonry, Concrete & Heavyside"
Impervia,https://impervia.co.uk,Flooring & Tiles
IMS Insulation,https://ims-insulation.co.uk,Merchants & Distribution
Incendin,https://www.incendin.com/,Insulation & Fire Protection
Independent Builders Merchant Group,https://independentbm.com,Merchants & Distribution
Independent Paint Supplies,https://ipspaint.co.uk,"Ceilings, Partitions & Interiors"
Indestructible Paint,https://indestructible.co.uk,"Ceilings, Partitions & Interiors"
Innova,https://innovacareconcepts.com,"Ceilings, Partitions & Interiors"
Innovare Offsite,https://innovareoffsite.co.uk,Offsite & Modular
Instagroup,https://instagroup.co.uk,Other / General
Instarmac,https://instarmac.co.uk/,"Masonry, Concrete & Heavyside"
Integra Buildings,https://integrabuildings.co.uk,Offsite & Modular
Integral LED,https://integralled.com,Lighting
Integral Memory,https://integral-led.com,Lighting
Integrated Doorset Solutions,https://integrateddoorsets.com,"Windows, Doors & Curtain Walling"
Intelligent Steel Solutions,https://intelligentsteel.com,Building Envelope (other)
Interface,https://interface.com/GB/en-GB.html,Flooring & Tiles
Interfloor,https://interfloor.com,Flooring & Tiles
Intergas Heating,https://intergasheating.co.uk,HVAC & Building Services
IQ Glass,https://iqglassuk.com,"Windows, Doors & Curtain Walling"
Iso Chemie,https://iso-chemie.eu,"Sealants, Adhesives & Waterproofing"
Isothane,https://isothane.com/,"Sealants, Adhesives & Waterproofing"
J T Dove,https://jtdove.co.uk,Merchants & Distribution
Jablite,https://jablite.co.uk,Insulation & Fire Protection
Jack Aluminium Systems,https://jackaluminium.co.uk/,"Windows, Doors & Curtain Walling"
JackEvie Collections,https://jackeviecollections.com,Flooring & Tiles
James & Taylor,https://jamesandtaylor.co.uk,Cladding & Facades
James Hardie,https://jameshardie.co.uk,Cladding & Facades
James Mayor Furniture,https://jamesmayor.co.uk,"Ceilings, Partitions & Interiors"
James Mossman,https://jamesmossman.co.uk,Cladding & Facades
JCC Lighting,https://jcc.co.uk,Lighting
JD Hotel Furniture,https://jdhotelfurniture.co.uk,"Ceilings, Partitions & Interiors"
Jeld-Wen,https://jeld-wen.co.uk,"Ceilings, Partitions & Interiors"
Jewson,https://jewson.co.uk,Merchants & Distribution
JJ Roofing supplies,https://jjroofingsupplies.co.uk,Merchants & Distribution
JL Ceramics,https://jlceramics.co.uk,Flooring & Tiles
John Cullen Lighting,https://johncullenlighting.com,Lighting
John Sankey,https://johnsankey.co.uk,"Ceilings, Partitions & Interiors"
Johnson Tiles,https://johnson-tiles.com,Flooring & Tiles
Joris Ide,https://joriside.com,Cladding & Facades
Joseph Brics,https://josephbricks.com/en,Cladding & Facades
JRL,https://jrlgroup.co.uk,Offsite & Modular
JT Atkinson & Sons,https://jtatkinson.co.uk,Merchants & Distribution
JUTA,https://juta.co.uk,Roofing & Rooflights
K & J Carpets,https://kandjcarpetsplymouth.co.uk,Flooring & Tiles
K2 Aluminium Systems,http://k2fast.co.uk/site/,"Windows, Doors & Curtain Walling"
Kahrs,https://kahrs.com,Flooring & Tiles
Kajaria UKP,https://kajariaukp.com,Flooring & Tiles
Kalzip,https://kalzip.com,Roofing & Rooflights
Karndean Designflooring Eversham UK,https://karndean.com,Flooring & Tiles
Kartell UK,https://kartelluk.com,Kitchens & Bathrooms
KAT UK,https://katuk.co.uk,"Windows, Doors & Curtain Walling"
Kawneer,https://kawneer.com,"Windows, Doors & Curtain Walling"
KDK BATHROOM WARE,https://kdkcn.com/,Kitchens & Bathrooms
Kedel,https://kedel.co.uk,Merchants & Distribution
Keith Builders Merchant,https://keithbuilders.co.uk,Merchants & Distribution
Kellars Flooring,https://kellars.co.uk,Flooring & Tiles
Kellaway Group,https://kellaway.co.uk,Merchants & Distribution
Kemper System,https://kemper-system.com,Roofing & Rooflights
Kemwell Fire,https://kemwell-fire.com,Building Envelope (other)
Kennings Building Supplies,https://kennings.co.uk,Merchants & Distribution
Kensa Heat Pumps,https://kensaheatpumps.com,HVAC & Building Services
Kerakoll UK,https://kerakoll.com,Flooring & Tiles
Kernow Fixings,https://kernow-how.com,Fixings & Framing
Keston Boilers,https://keston.co.uk,HVAC & Building Services
Kestrel,https://kestrelaluminium.co.uk,Merchants & Distribution
Keyfix,https://keyfix.co.uk,Insulation & Fire Protection
Keyline Civils Specialist,https://keyline.co.uk,Merchants & Distribution
Keylite Roof Windows,https://keyliteroofwindows.com,Roofing & Rooflights
Keystone Lintels,https://keystonelintels.com,"Masonry, Concrete & Heavyside"
Kilsaran,https://kilsaran.co.uk,Landscaping & External
Kilwaughter Minerals,https://k-rend.co.uk,Insulation & Fire Protection
Kingsmead Carpets,https://kingsmeadcarpets.co.uk,Flooring & Tiles
Kingspan,https://kingspan.com,Insulation & Fire Protection
Kingspan Potton,https://kingspantimbersolutions.co.uk,Offsite & Modular
Kingston Modular Systems,https://kingstonmodular.com,Offsite & Modular
Klasse,https://klassegroup.co.uk/,Insulation & Fire Protection
Klober,https://klober.co.uk,Roofing & Rooflights
Knauf,https://knauf.co.uk,Insulation & Fire Protection
Knauf Insulation,https://knaufinsulation.co.uk,Insulation & Fire Protection
Kohler,https://kohler.co.uk,Kitchens & Bathrooms
Kohler Mira,https://mirashowers.co.uk,Kitchens & Bathrooms
Komfort Partitioning,https://komfort.com,"Ceilings, Partitions & Interiors"
Kommerling,https://koemmerling.com,"Windows, Doors & Curtain Walling"
Kone,https://kone.co.uk,HVAC & Building Services
Kronospan,https://uk.kronospan-express.com,Flooring & Tiles
KSR Lighting,https://ksrlighting.com,Lighting
KUDOS Showers,https://kudosshowers.co.uk,Kitchens & Bathrooms
Kvadrat Acoustics,https://firespray.eu.com,"Ceilings, Partitions & Interiors"
Lakes,https://lakes,Kitchens & Bathrooms
Lamtek,https://lamtek.co.uk,Kitchens & Bathrooms
Langfords,https://langfordsfurniture.co.uk,Kitchens & Bathrooms
Langley,https://langleys.co.uk,Roofing & Rooflights
Langley Waterproofing Systems,https://langley.co.uk,Roofing & Rooflights
Laporsa,https://laporsa.com,Flooring & Tiles
Lareine Engineering,https://lareineengineering.com,Roofing & Rooflights
Lathams Timber,https://lathamtimber.co.uk/,Merchants & Distribution
Laufen UK,https://laufen.co.uk,Kitchens & Bathrooms
Lawsons,https://lawsons.co.uk,Merchants & Distribution
Lazura Porcelain & Ceramic,https://lazura.co.uk,Flooring & Tiles
LBS Builders Merchant,https://lbsbm.co.uk,Merchants & Distribution
LBT Brick & Facades,https://brickability.co.uk/,Cladding & Facades
Leamore Windows,https://leamorewindows.com,"Windows, Doors & Curtain Walling"
Lecico Bathrooms,https://lecico.co.uk,Kitchens & Bathrooms
LED Group ROBUS,https://robus.com,Lighting
Ledridge Lighting,https://ledridge.com,Lighting
LEDVANCE,https://ledvance.com,Lighting
Leeson Polyruethanes,https://lpultd.com,Insulation & Fire Protection
Leviat,https://leviat.com,"Masonry, Concrete & Heavyside"
Levolux,https://levolux.com,Building Envelope (other)
Lewden Palazzoli Group,https://lewden.com,Merchants & Distribution
Leyton Lighting,https://leyton-lighting.co.uk,Lighting
Licata Building Systems,https://licataltd.co.uk,Insulation & Fire Protection
Lignacite,https://lignacite.co.uk,"Masonry, Concrete & Heavyside"
Likewise Floors,https://likewiseplc.com,Flooring & Tiles
Lindab,https://lindab.com,HVAC & Building Services
Liniar,https://liniar.co.uk,"Windows, Doors & Curtain Walling"
LINKS ELECTRICAL SUPPLIES,https://linkselectrical.co.uk/,Merchants & Distribution
Liquid Roofing Systems,https://lrs-systems.co.uk,Roofing & Rooflights
Liteplan,https://liteplan.com,Lighting
Lochinvar,https://lochinvar.ltd.uk,HVAC & Building Services
Locker Group,https://lockergroup.com/,Cladding & Facades
London Aluminium Glazing,https://londonaluminiumglazing.com,"Windows, Doors & Curtain Walling"
London Stone,https://londonstone.co.uk,"Masonry, Concrete & Heavyside"
Longden Doors,https://longdendoors.co.uk/,"Windows, Doors & Curtain Walling"
Lonsdale Metal Company,https://lonsdalemetal.co.uk,Roofing & Rooflights
Lords Builders Merchant,https://lordsbm.co.uk,Merchants & Distribution
Lorient,https://lorientuk.com,"Ceilings, Partitions & Interiors"
Lovell Stone Group,https://lovellstonegroup.com,"Masonry, Concrete & Heavyside"
Lowfield Timber Frames,https://lowfieldtimberframes.co.uk,Offsite & Modular
LPD Doors,https://lpddoors.co.uk,"Windows, Doors & Curtain Walling"
Luceco,https://luceco.com/uk,Lighting
Lucent Lighting,https://lucentlighting.com,Lighting
Lumineux,https://lumineux.co.uk,Lighting
Lyco Group,https://lyco.co.uk,Lighting
M Markovitz,https://markovitz.co.uk/,Merchants & Distribution
Macalloy,https://macalloy.com,Offsite & Modular
Mackwell,https://mackwell.com,Lighting
Madeley Facade Engineering,https://madeley-ltd.com/,Cladding & Facades
Magnet Kitchen Solutions,https://magnet.co.uk,Kitchens & Bathrooms
Majestic London Showers,https://majesticshowers.com,Kitchens & Bathrooms
MAK Flooring,https://makbuildersltd.co.uk/,Flooring & Tiles
Makita,https://makitatools.com,HVAC & Building Services
Manchester Brick Specialists,https://manchesterbrickspecialists.co.uk,"Masonry, Concrete & Heavyside"
Mandarin Stone,https://mandarinstone.com,Flooring & Tiles
Mannok,https://mannokbuild.com,Insulation & Fire Protection
Mansell Building Solutions,https://mansellbuild.co.uk,Building Envelope (other)
Manthorpe Building Products,https://manthorpebp.co.uk,Roofing & Rooflights
Manx Tomkinson Carpets,https://manxtomkinson.co.uk,Flooring & Tiles
Mapei,https://mapei.com,Insulation & Fire Protection
Mapei (UK),https://mapei.co.uk,"Sealants, Adhesives & Waterproofing"
Mapei UTT,https://mapeiutt.co.uk,"Sealants, Adhesives & Waterproofing"
Maple Sunscreening,https://maplesunscreening.co.uk,Building Envelope (other)
Marflow,https://marflow.co.uk,Kitchens & Bathrooms
Marksman Roofing and Cladding,https://marksman-roofing.co.uk,Roofing & Rooflights
Marlborough Tiles,https://marlboroughtiles.com,Flooring & Tiles
Marley,https://marley.co.uk,Roofing & Rooflights
Marshall Brown,https://marshall-brown.co.uk,"Windows, Doors & Curtain Walling"
Marshall-Tufflex,https://marshall-tufflex.com,HVAC & Building Services
Marshalls,https://marshalls.co.uk,"Masonry, Concrete & Heavyside"
Marshfield Stone Roof Tiles,https://marshfieldstone.com,Roofing & Rooflights
Marshmoor Bricks,https://marshmoorbricks.com/,"Masonry, Concrete & Heavyside"
Martindale Electric,https://martindale‑electric.co.uk,HVAC & Building Services
Masonite UK,https://firedoorsets.masonite.co.uk,"Windows, Doors & Curtain Walling"
Masonry Solutions,https://masonrysolutions.co.uk,"Masonry, Concrete & Heavyside"
Master Building Solutions,https://master-builders-solutions.com,"Masonry, Concrete & Heavyside"
Masterclass Kitchens,https://akainteriors.co.uk,Kitchens & Bathrooms
Masterframe,https://masterframe.co.uk,"Windows, Doors & Curtain Walling"
Matclad,https://matclad.co.uk/,Cladding & Facades
Maxlight,https://maxlight.co.uk,"Ceilings, Partitions & Interiors"
Maxwood Washrooms,https://maxwoodwashrooms.com,"Ceilings, Partitions & Interiors"
Maysons Furniture,https://maysonsfurniture.com,"Ceilings, Partitions & Interiors"
McAvoy Holdings,https://mcavoygroup.com,Offsite & Modular
Medical Air Technology,https://medicalairtechnology.com,HVAC & Building Services
Medite Smartply,https://mdfosb.com,Building Envelope (other)
Megaman UK,https://megamanuk.com,Lighting
Mercado,https://mercado.co.uk,Merchants & Distribution
Mereway,https://mereway.co.uk,Kitchens & Bathrooms
Merlyn Showering,https://merlynshowering.com,Kitchens & Bathrooms
Mersey Vent,https://merseyvent.co.uk/,Cladding & Facades
Metal Solutions,https://metalsolutions.uk.com,Roofing & Rooflights
Metal Technology,https://metaltechnology.com/,"Windows, Doors & Curtain Walling"
Metalline Services,https://metalline.co.uk,Cladding & Facades
Metra,https://metrabuilding.com,"Windows, Doors & Curtain Walling"
Metro Fixings,https://metrofixings.co.uk,Fixings & Framing
Metrotile,https://metrotile.co.uk,Roofing & Rooflights
MetStructures,https://metstructures.uk.com,Building Envelope (other)
MGN Builders Merchant,https://mgnbm.co.uk,Merchants & Distribution
Michelmersh Brick Holdings,https://mbhplc.co.uk,"Masonry, Concrete & Heavyside"
Midea Cooling & Heating,https://mideauk.co.uk,HVAC & Building Services
Midland Lead,https://midlandlead.co.uk,Roofing & Rooflights
Midland Tiling Group,https://midlandtilingltd.co.uk,Flooring & Tiles
Midlands Building Plastics,https://midlandbuildingplasticsderby.co.uk,Merchants & Distribution
Midlands Portable Buildings,https://midlands-portable-buildings.co.uk,Offsite & Modular
Midori Aluminium Leicester UK,https://midorialuminium.co.uk,"Windows, Doors & Curtain Walling"
Mighty Structural Products,https://mightystructural.com,Roofing & Rooflights
Milliken & Company,https://milliken.com,Flooring & Tiles
Minster,https://minsteronline.co.uk,"Ceilings, Partitions & Interiors"
Mitsubishi Electric Living Environmental Systems UK,https://les.mitsubishielectric.co.uk,HVAC & Building Services
MJ Lighting,https://mjlightinguk.com,Lighting
MKM Building Supplies,https://mkm.com,Merchants & Distribution
MKM Building Supplies Birmingham North,https://mkmbs.co.uk,Kitchens & Bathrooms
ML Accessories,https://mlaccessories.co.uk,Lighting
MMR Fixings,https://mmrfixings.com/,Fixings & Framing
ModCon Cabins,https://modconcabins.co.uk,Offsite & Modular
Modular Clay Products,https://modularclayproducts.co.uk/,"Masonry, Concrete & Heavyside"
Modulek,https://modulek.co.uk,Offsite & Modular
Modulyss,https://modulyss.com,Flooring & Tiles
Monk Metal Windows,https://monkmetalwindows.co.uk,"Windows, Doors & Curtain Walling"
